ISIN,NAME,Country,Region,Years_With_Both_Scopes
FR0000052292,HERMES INTL.,FR,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0007668071,CLOSE BROTHERS GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
DK0010311471,AL SYDBANK,DK,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000125338,CAPGEMINI,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0003718474,GAMES WORKSHOP,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0010583399,CORBION NV C,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000125486,VINCI,FR,EUR,"[2022, 2023, 2024]"
GB0003753778,GO-AHEAD GROUP DEAD - DELIST.11/10/22,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020]"
GB00B2NGPM57,PARAGON BANKING GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0012138605,ADECCO GROUP,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0000337319,BAM GROEP KON.,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0006202005,SALZGITTER,DE,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
PTJMT0AE0001,JERONIMO MARTINS,PT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0006449366,ECORA ROYALTIES,GB,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
GB0007908733,SSE,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
AT00000VIE62,FLUGHAFEN WIEN,AT,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1FW5029,HOCHSCHILD MINING,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BJFFLV09,CRODA INTERNATIONAL,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DK0010244508,A P MOLLER MAERSK B,DK,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0005140008,DEUTSCHE BANK,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0003028904,VEND SERA DEAD - DELIST.28/10/25,NO,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2024]"
GB00BJ1F4N75,MICRO FOCUS INTL. DEAD - DELIST.01/02/23,GB,EUR,"[2013, 2020, 2021]"
IL0010811243,ELBIT SYSTEMS,IL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB0030181522,TRIBAL GROUP,GB,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
FR0000120628,AXA,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000667925,TELIA COMPANY,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0003242622,TERNA RETE ELETTRICA NAZ,IT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000190126,INDUSTRIVARDEN A,SE,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0002018363,CLARKSON,GB,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BNGDN821,MELROSE INDUSTRIES,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BP9LHF23,SCHRODERS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR001400AJ45,MICHELIN,FR,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
AT0000938204,MAYR-MELNHOF KARTON,AT,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
GB0005405286,HSBC HOLDINGS,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B27YGJ97,SEVERFIELD,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
ES0124244E34,MAPFRE,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B63QSB39,GREGGS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B5ZN1N88,SEGRO,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0003096442,RS GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
FR0014003TT8,DASSAULT SYSTEMES,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B012BV22,MARSHALLS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0025751329,LOGITECH 'R',CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0005785802,FRESENIUS MED.CARE,DE,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI4000297767,NORDEA BANK,FI,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BWB8X525,PERMANENT TSB GHG.,IE,EUR,"[2022, 2023, 2024]"
FI0009005961,STORA ENSO R,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0031274896,MARKS & SPENCER GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00BF5H9P87,GREAT PORTLAND ESTATES,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
ES0171743901,PROMOTORA DE INFORMACIONES,ES,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020]"
CH0038863350,NESTLE 'N',CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1FP6H53,MITCHELLS & BUTLERS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB0008481250,ME GROUP INTERNATIONAL,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0007257503,CECONOMY,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000120172,CARREFOUR,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB0000600931,BRAEMAR,GB,EUR,"[2021, 2022, 2023, 2024, 2025]"
IL0002810146,ICL GROUP,IL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0005630420,MEARS GROUP,GB,EUR,"[2019, 2020, 2021, 2022, 2023]"
IT0005508921,BANCA MONTE DEI PASCHI,IT,EUR,"[2013, 2014, 2015, 2016]"
CH0000816824,OC OERLIKON CORPORATION,CH,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
IT0000062072,GENERALI,IT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000862997,BILLERUD AKTIEBOLAG,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0002015021,TCLARKE DEAD - DELIST.26/06/24,GB,EUR,"[2020, 2021, 2022, 2023]"
GB00B1G5HX72,LSL PROPERTY SERVICES,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0007980591,BP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0003506190,ATLANTIA DEAD - DELIST.09/12/22,IT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
GB0003062816,TOWN CENTRE SECURITIES,GB,EUR,"[2020, 2021, 2022, 2023, 2024, 2025]"
GB0009296665,VIDENDUM,GB,EUR,"[2020, 2021, 2022, 2023]"
IL0010824113,CHECK POINT SFTW.TECHS.,IL,EUR,"[2022, 2023]"
CH0048265513,TRANSOCEAN,CH,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2023]"
SE0000379190,CASTELLUM,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BJ3V9050,ENDO INTERNATIONAL DEAD - DELIST.02/05/24,IE,EUR,"[2019, 2020, 2021, 2022]"
FI0009800643,YIT,FI,EUR,"[2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0008430026,MUNCH. RVRS.GESELL. MUNCH.N,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000073272,SAFRAN,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0007100599,SVENSKA HANDELSBANKEN A,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0001859296,VISTRY GROUP,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
AT000000STR1,STRABAG SE,AT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0031743007,BURBERRY GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
DE0007664039,VOLKSWAGEN PREF.,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE000KSAG888,K S N,DE,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0000072618,INTESA SANPAOLO,IT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0005218380,BANCO BPM,IT,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0167050915,ACS ACTIV.CONSTR.Y SERV.,ES,EUR,"[2013, 2014, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BYZN9041,FUTURE,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0008402215,HANNOVER RUECK,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2023]"
SE0000106270,HENNES & MAURITZ B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BK9ZQ967,TRANE TECHNOLOGIES,IE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI0009000459,HUHTAMAKI,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0004161021,HAYS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B18P5K83,TOPPS TILES,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00BHJYC057,ICTL.HTLS.GP.,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0007042301,RHOEN-KLINIKUM,DE,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0005190238,TELE2 B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1P6ZR11,BROWN GROUP DEAD - DELIST.13/02/25,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BVFNZH21,ROTORK,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BYT1DJ19,ICG,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B3DGH821,DE LA RUE ORD DEAD - DELIST.03/07/25,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BY7QL619,JOHNSON CONTROLS INTL.,IE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0009895292,ASTRAZENECA,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DK0060636678,TRYG,DK,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0013332471,TOM TOM,NL,EUR,"[2020, 2021, 2022, 2023, 2024]"
GB0001765816,BREWIN DOLPHIN DEAD - DELIST.28/09/22,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
SE0016589188,ELECTROLUX B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
DE0006569908,MLP,DE,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000108227,SKF B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0198251305,COCA-COLA HBC,CH,EUR,"[2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0012142631,CLARIANT,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0182870214,SACYR,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0010570759,CHOCOLADEFABRIKEN LINDT & SPRUENGLI,CH,EUR,"[2020, 2021, 2022, 2023, 2024]"
GB00BKP36R26,HYVE GROUP DEAD - DELIST.23/05/23,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
GB0002074580,GENUS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0009067447,MOTHERCARE,GB,EUR,"[2019, 2020]"
IT0004827447,UNIPOLSAI DEAD - DELIST.03/07/24,IT,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
NL0006237562,ARCADIS,NL,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE000A0WMPJ6,AIXTRON,DE,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000120503,BOUYGUES,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IL0002730112,NICE,IL,EUR,"[2020, 2021, 2022, 2023, 2024]"
NL0000379121,RANDSTAD,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000045072,CREDIT AGRICOLE,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE0004927939,KINGSPAN GROUP,IE,EUR,"[2013, 2014, 2015, 2016, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0126881561,SWISS RE,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0007500001,THYSSENKRUPP,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
PTZON0AM0006,NOS SGPS,PT,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B71N6K86,EVRAZ SUSP - SUSP.06/12/23,GB,EUR,"[2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
FR0013326246,UNIBAIL RODAMCO WE STAPLED UNITS,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024]"
ES0109427734,ATRESMEDIA CORPN.DE MEDIOS DE CMNI.,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE0004906560,KERRY GROUP 'A',IE,EUR,"[2017, 2019, 2020, 2021, 2022, 2023, 2024]"
PTSON0AM0001,SONAE SGPS,PT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B0KM9T71,STHREE,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DK0010307958,JYSKE BANK,DK,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
DE0005810055,DEUTSCHE BOERSE,DE,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023]"
SE0000113250,SKANSKA B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000127771,VIVENDI,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0001795680,CASTINGS,GB,EUR,"[2020, 2021, 2022, 2023, 2024]"
SE0000111940,RATOS B,SE,EUR,"[2023, 2024]"
CH0008742519,SWISSCOM 'R',CH,EUR,"[2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0113860A34,BANCO DE SABADELL,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0008782301,TAYLOR WIMPEY,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IL0006046119,LEUMI LTD.,IL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0032089863,NEXT,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
ES0113211835,BBV.ARGENTARIA,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DK0010272632,GN STORE NORD,DK,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1FH8J72,SEVERN TRENT,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
CH0012255151,THE SWATCH GROUP,CH,EUR,"[2021, 2022, 2023, 2024]"
ES0184933812,ZARDOYA OTIS DEAD - DELIST.09/05/22,ES,EUR,"[2019, 2020, 2021]"
FR0000120693,PERNOD-RICARD,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0006825383,PERSIMMON,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI0009007884,ELISA,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0018294154,PSP SWISS PROPERTY AG,CH,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0002349065,REA HOLDINGS,GB,EUR,"[2022, 2023, 2024]"
SE0000163628,ELEKTA B,SE,EUR,"[2013, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0005557508,DEUTSCHE TELEKOM,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0001500809,TULLOW OIL,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE000BASF111,BASF,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BGLP8L22,IMI,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1WY2338,SMITHS GROUP,GB,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
FR0000124141,VEOLIA ENVIRON,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BPQY8M80,AVIVA,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0005190003,BMW,DE,EUR,"[2013, 2014, 2015, 2016, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000163594,SECURITAS B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BNR4T868,RENEWI DEAD - DELIST.09/06/25,GB,EUR,"[2013, 2020, 2021, 2022, 2023, 2024]"
GB0000536739,ASHTEAD GROUP,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
NO0010112675,REC SILICON,NO,EUR,"[2013, 2014]"
FR0000054900,TF1 (TV.FSE.1),FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
BE0974293251,ANHEUSER-BUSCH INBEV,BE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI0009002158,UPONOR DEAD - DELIST.30/04/24,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB00BGDT3G23,RIGHTMOVE,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00B010DT83,C&C GROUP,IE,EUR,"[2013, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B06QFB75,IG GROUP HOLDINGS,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1JQDM80,MARSTON'S,GB,EUR,"[2023, 2024]"
SE0000148884,SKANDINAVISKA ENSKILDA BANKEN A,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000695876,ALFA LAVAL,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0003366871,SAS DEAD - DELIST.14/08/24,SE,EUR,"[2016, 2017, 2018, 2019, 2020, 2021]"
CH0025238863,KUEHNE UND NAGEL INTERNATIONAL,CH,EUR,"[2019, 2020, 2021, 2022, 2023]"
NO0010063308,TELENOR,NO,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BP92CJ43,TATE & LYLE,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00BDR05C01,NATIONAL GRID,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B04V1276,GRAINGER,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0002148343,RATHBONES GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0003395000,FISHER(JAMES)& SONS,GB,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
NL0011821202,ING GROEP,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
DE0005439004,CONTINENTAL,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
IT0001347308,BUZZI,IT,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB0030913577,BT GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
BE0974258874,BEKAERT (D),BE,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
FR0000121204,WENDEL,FR,EUR,"[2015, 2016, 2020, 2021, 2022, 2023]"
GB0000456144,ANTOFAGASTA,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0178430E18,TELEFONICA,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0006886666,EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
CH0044328745,CHUBB,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BRKD9Z53,MJ GLEESON,GB,EUR,"[2020, 2021, 2022, 2023, 2024, 2025]"
FR0000121329,THALES,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0001469383,ARNOLDO MONDADORI EDI.,IT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
DK0060738599,DEMANT,DK,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0000062957,MEDIOBANCA BC.FIN,IT,EUR,"[2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0118594417,INDRA SISTEMAS,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BLP1HW54,AON CLASS A,IE,EUR,"[2013, 2014, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000121485,KERING,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000125007,SAINT GOBAIN,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BK9RKT01,TRAVIS PERKINS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BYRJ5J14,PRIMARY HEALTH PROPS.,GB,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
