ISIN,NAME,Country,Region,Years_With_Both_Scopes
GB00B03HDJ73,ESKEN LIMITED DEAD - DELIST.02/04/24,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
US8816242098,TEVA PHARMACEUTICAL INDUSTRIES ADR 1:1,IL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0004866223,KELLER,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024]"
GB00B19Z1432,PZ CUSSONS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
ES0117160111,CORPORACION FINCA.ALBA DEAD - DELIST.08/05/25,ES,EUR,"[2019, 2020, 2021, 2022, 2023]"
BE0003797140,GBL NEW,BE,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
DE000A0S8488,HAMB.HAFEN UD.LOGISTIK,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0013841017,LONZA GROUP,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0007314007,HEIDELB.DRUCKMASCHINEN,DE,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
NL0013267909,AKZO NOBEL,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0013176526,VALEO,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BYTBXV33,RYANAIR HOLDINGS,IE,EUR,"[2022, 2023, 2024, 2025]"
NO0010861990,PROSAFE,NO,EUR,[]
SE0015811955,INVESTOR A,SE,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
FR0010221234,EUTELSAT COMMUNICATIONS,FR,EUR,"[2021, 2022, 2023, 2024]"
FI0009002422,OUTOKUMPU 'A',FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0012470089,TOMRA SYSTEMS,NO,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0012410517,BALOISE HOLDING DEAD - DELIST.08/12/25,CH,EUR,"[2022, 2023, 2024]"
DE0007236101,SIEMENS,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0012138530,CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
DE0007100000,MERCEDES-BENZ GROUP N,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0007030009,RHEINMETALL,DE,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B033F229,CENTRICA,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000667891,SANDVIK,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BMJ6DW54,INFORMA,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0013505062,VANTIVA,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]"
GB0001570810,XAAR,GB,EUR,"[2020, 2021, 2022, 2023, 2024]"
FR0000121972,SCHNEIDER ELECTRIC,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0002418548,ELEMENTIS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
PTEDP0AM0009,EDP ENERGIAS DE PORTUGAL,PT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000053225,M6-METROPOLE TV,FR,EUR,"[2021, 2022, 2023, 2024]"
DE0006602006,GEA GROUP,DE,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0033986497,ITV,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0011166974,FABEGE,SE,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0003452173,FIRST GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024, 2025]"
GB00B019KW72,SAINSBURY J,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
FI0009007132,FORTUM,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B8B4R053,STUDIO RETAIL GROUP DEAD - DELIST.25/02/22,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
GB00B3FLWH99,BODYCOTE,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0006047004,HEIDELBERG MATERIALS,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0015435975,DAVIDE CAMPARI MILANO,IT,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI0009005870,KONECRANES,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0148396007,INDUSTRIA DE DISENO TEXTIL,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
SE0011256312,ENIRO GROUP,SE,EUR,[]
BE0974256852,COLRUYT GROUP,BE,EUR,"[2022, 2023, 2024]"
FR0010242511,EDF DEAD - DELIST.08/06/23,FR,EUR,"[2017, 2018, 2019, 2020, 2021, 2022]"
NL0000235190,AIRBUS,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL00150001Q9,STELLANTIS,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0010040865,GECINA,FR,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0000289213,WERELDHAVE,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
JE00B8KF9B49,WPP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B64NSP76,COSTAIN GROUP,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000108656,ERICSSON B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB00B17MMZ46,LOOKERS DEAD - DELIST.09/10/23,GB,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
AT0000746409,VERBUND,AT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BYQ0JC66,BEAZLEY,GB,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0007507501,WASHTEC,DE,EUR,"[2019, 2020, 2021, 2022, 2023]"
GB00B02J6398,ADMIRAL GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0112501012,EBRO FOODS,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0030329360,WINCANTON DEAD - DELIST.30/04/24,GB,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023]"
IL0006625771,BANK HAPOALIM B M LTD.,IL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
DE000CLS1001,MCKESSON EUROPE DEAD - DELIST.15/06/23,DE,EUR,"[2016, 2017]"
AT0000908504,VIENNA INSURANCE GROUP A,AT,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
DE0006070006,HOCHTIEF,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BYYTFB60,HOMESERVE DEAD - DELIST.05/01/23,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
GB00B01QGK86,NCC GROUP,GB,EUR,"[2015, 2016, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0005496473,TESSELLIS,IT,EUR,"[2018, 2019, 2020, 2021, 2022]"
FR0000133308,ORANGE,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000035081,ICADE REIT,FR,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BWFGQN14,SPIRAX GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DK0010274414,DANSKE BANK,DK,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IL0006954379,MIZRAHI TEFAHOT LTD.,IL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000130809,SOCIETE GENERALE,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0013506730,VALLOUREC,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BF0L3536,AIB GROUP,IE,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
AT0000730007,ANDRITZ,AT,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0009432491,KONINKLIJKE VOPAK,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0006928617,UNITE GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0122060314,FOMENTO CONSTR.Y CNTR.,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BLGZ9862,TESCO,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B572ZV91,PHAROS ENERGY,GB,EUR,"[2013, 2014]"
DE0005552004,DEUTSCHE POST,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0000961622,BALFOUR BEATTY,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0002652740,DERWENT LONDON,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0003497168,TELECOM ITALIA,IT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0008085614,MORGAN SINDALL GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BM8Q5M07,JD SPORTS FASHION,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
NL0000009165,HEINEKEN,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0006599905,MERCK KGAA,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0004170089,HEADLAM GROUP,GB,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000121014,LVMH,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0011090018,HOLMEN B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH1256740924,SGS 'N',CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0005408884,LEONI DEAD - DELIST.21/08/23,DE,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
NL0010273215,ASML HOLDING,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0161560018,MINOR HOTELS EUROPE & AMERICAS,ES,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB0006776081,PEARSON,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0004657408,MITIE GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB0008025412,SIG,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0020050417,BOLIDEN ORD SHS,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BYW0PQ60,LAND SECURITIES GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
DE0005089031,UNITED INTERNET,DE,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0007099541,PRUDENTIAL,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1L5QH97,RANK GROUP,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
FR0000064578,COVIVIO,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0125220311,ACCIONA,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
BE0003739530,UCB,BE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0001367019,BRITISH LAND,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB0009633180,DECHRA PHARMACEUTICALS DEAD - DELIST.17/01/24,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
DK0060477503,TOPDANMARK DEAD - DELIST.21/10/24,DK,EUR,"[2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
FR0000054470,UBISOFT ENTERTAINMENT CAT A,FR,EUR,"[2021, 2022, 2023, 2024, 2025]"
SE0000112724,SVENSKA CELLULOSA AKTIEBOLAGET SCA B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000130395,REMY COINTREAU,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
NO0003054108,MOWI,NO,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0010096985,EQUINOR,NO,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0001667087,CAMELLIA,GB,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
FR0010340141,ADP,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IT0003856405,LEONARDO,IT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0000226223,STMICROELECTRONICS,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000121220,SODEXO,FR,EUR,"[2021, 2022, 2023, 2024, 2025]"
GB00BJQZC279,DAILY MAIL 'A' DEAD - DELIST.10/01/22,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
DE000BAY0017,BAYER,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
BE0974338700,TITAN,BE,EUR,"[2023, 2024]"
DK0060448595,COLOPLAST B,DK,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000130452,EIFFAGE,FR,EUR,"[2021, 2022, 2023, 2024]"
FR0000120644,DANONE,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0009223206,SMITH & NEPHEW,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE0003864109,GREENCORE GROUP,IE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
BE0974320526,UMICORE,BE,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BP6MXD84,SHELL,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
BE0974264930,AGEAS (EX-FORTIS),BE,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
GB00B128J450,IP GROUP,GB,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B63H8491,ROLLS-ROYCE HOLDINGS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0102484968,JULIUS BAER GRUPPE,CH,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B2B0DG97,RELX,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0005052605,NORSK HYDRO,NO,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B132NW22,ASHMORE GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0010199151,PGS DEAD - DELIST.02/07/24,NO,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
FI0009005318,NOKIAN RENKAAT,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0022268228,EFG INTERNATIONAL N,CH,EUR,"[2022, 2023, 2024]"
GB00BH4HKS39,VODAFONE GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB0008706128,LLOYDS BANKING GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0009465807,WEIR GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0003053605,STOREBRAND,NO,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI0009013403,KONE B,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
ES0173516115,REPSOL YPF,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0001662230,HUSQVARNA B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0010220475,ALSTOM,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B00FPT80,CHESNARA,GB,EUR,"[2019, 2022, 2023, 2024]"
GB0006731235,ASSOCIATED BRIT.FOODS,GB,EUR,"[2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB0006027295,MORGAN ADVANCED MRA.,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B8C3BL03,THE SAGE GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BD736828,AIR PARTNER DEAD - DEAD 04/04/22,GB,EUR,[2021]
AT0000720008,TELEKOM AUSTRIA,AT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL0011794037,KONINKLIJKE AHOLD DELHAIZE,NL,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2023, 2024]"
GB0033147751,BLOOMSBURY PBL.,GB,EUR,"[2021, 2022, 2023, 2024, 2025]"
GB00BJT0FF39,RM,GB,EUR,"[2020, 2021, 2022, 2023, 2024]"
CH1175448666,STRAUMANN HLDG.,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0006215205,MOBICO GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0004915632,KIER GROUP,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00BRB37M78,DIGNITY DEAD - DELIST.25/05/23,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
DK0010181759,CARLSBERG B,DK,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
FI0009000681,NOKIA,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB0001638955,WETHERSPOON (JD),GB,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00BM8PJY71,NATWEST GROUP,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000131104,BNP PARIBAS,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0033195214,KINGFISHER,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0001826634,DIPLOMA,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
IL0005930388,FIRST INTL.BK.OF ISR.,IL,EUR,"[2020, 2021, 2022, 2023, 2024]"
GB0007594764,RPS GROUP DEAD - DELIST.24/01/23,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
GB0005603997,LEGAL & GENERAL,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE0002424939,DCC,IE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0000904986,BELLWAY,GB,EUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B0744359,ESSENTRA,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IL0002300114,BEZEQ ISRAELI TELECOMMUNICATION,IL,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023]"
CH1169151003,GEORG FISCHER,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
GB00B3CX3644,STV GROUP,GB,EUR,"[2020, 2021, 2022, 2023, 2024]"
CH0030170408,GEBERIT 'R',CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
AT0000606306,RAIFFEISEN BANK INTL.,AT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0006231004,INFINEON TECHNOLOGIES,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0010215684,AKASTOR,NO,EUR,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000120578,SANOFI,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
CH0012032048,ROCHE HOLDING,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE0007037129,RWE,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000044448,NEXANS,FR,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BDB6Q211,WILLIS TOWERS WATSON,GB,EUR,"[2019, 2021, 2022, 2023]"
CH0012214059,HOLCIM,CH,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B6YTLS95,STAGECOACH GROUP DEAD - DELIST.28/06/22,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]"
SE0018012494,MODERN TIMES GROUP MTG B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0004082847,STANDARD CHARTERED,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
IE00BD1RP616,BANK OF IRELAND GROUP,IE,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
GB00BF044593,CLS HOLDINGS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
BE0003593044,COFINIMMO,BE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0009286963,VP,GB,EUR,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]"
GB00B7KR2P84,EASYJET,GB,EUR,"[2013, 2020, 2021, 2022, 2023, 2024]"
FR0010313833,ARKEMA,FR,EUR,"[2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI0009003727,WARTSILA,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0007388407,LIONTRUST ASSET MAN.,GB,EUR,"[2020, 2021, 2022, 2023, 2024]"
DE0007164600,SAP,DE,EUR,"[2013, 2014, 2020, 2021, 2022, 2023, 2024]"
GB0008475088,ROBERT WALTERS,GB,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
FR0013280286,BIOMERIEUX,FR,EUR,"[2013, 2014, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
